number,fertilization,thermoregulation,class,order,family,species,body_mass,body_mass_log,souce_body_mass,sperm_length,sperm_length_log,source_sperm_length,testes_mass,testes_mass_log,source_testes_mass,clutch_size,clutch_size_log,source_clutch_size,genome_size,source_genome_size
932,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillurus setzeri,38.3,1.58,Etard et al 2020,162.1,2.209783015,Fitzpatrick et al 2022,0.75,-0.12,McLennan et al 2016,3,0.477121255,Etard et al 2020,,
930,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillurus tytonis,30.4,1.48,Etard et al 2020,163.9,2.214578954,Fitzpatrick et al 2022,0.62,-0.21,McLennan et al 2016,4.4,0.643452676,Etard et al 2020,,
933,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillurus vallinus,35.25,1.55,Etard et al 2020,168.4,2.226342087,Fitzpatrick et al 2022,0.59,-0.23,McLennan et al 2016,3.87,0.587710965,Etard et al 2020,,
939,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillus andersoni,27.19,1.43,Etard et al 2020,171.1,2.23325001,McLennan et al 2016,0.61,-0.21,McLennan et al 2016,3.995,0.601516784,Etard et al 2020,,
938,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillus cheesmani,31.84,1.5,Etard et al 2020,146.6,2.16613397,McLennan et al 2016,0.42,-0.38,McLennan et al 2016,8,0.903089987,Etard et al 2020,,
941,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillus henleyi,9.85,0.99,Etard et al 2020,152.7,2.183839037,McLennan et al 2016,0.03,-1.52,McLennan et al 2016,4,0.602059991,Etard et al 2020,,
937,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillus nanus,26.55,1.42,Etard et al 2020,79.4,1.899820502,McLennan et al 2016,0.05,-1.3,McLennan et al 2016,4.08,0.610660163,Etard et al 2020,,
940,internal,endotherm,Mammalia,Rodentia,Muridae,Gerbillus pyramidum,40.09,1.6,Etard et al 2020,159.6,2.203032887,McLennan et al 2016,1.06,0.03,McLennan et al 2016,3.3,0.51851394,Etard et al 2020,4,Animal genome size database
768,internal,endotherm,Mammalia,Cetartiodactyla,Giraffidae,Giraffa camelopardalis,932324.75,5.97,Etard et al 2020,47.8,1.679427897,Fitzpatrick et al 2022,230.14,2.36,Baker et al 2020,1.205,0.080987047,Etard et al 2020,2.85,Animal genome size database
724,internal,endotherm,Mammalia,Rodentia,Gliridae,Glis glis,134.07,2.13,Etard et al 2020,87,1.939519253,Fitzpatrick et al 2022,,,,4.95,0.694605199,Etard et al 2020,,
478,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Globicephala macrorhynchus,3597493.35,6.56,Baker et al 2020,74.12,1.869935411,Fitzpatrick et al 2022,14387.99,4.16,Baker et al 2020,1,0,Anage,,
479,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Globicephala melas,1945360.08,6.29,Baker et al 2020,67,1.826074803,Fitzpatrick et al 2022,5000.35,3.7,Baker et al 2020,1,0,Anage,,
213,internal,endotherm,Aves,Passeriformes,Icteridae,Gnorimopsar chopi,65.9,1.82,Etard et al 2020,131.29,2.118231648,Fitzpatrick et al 2022,0.44,-0.36,Immler et al 2011,,,,,
643,internal,endotherm,Mammalia,Primates,Pongidae,Gorilla gorilla,119402.25,5.08,Etard et al 2020,61.17,1.78653848,Fitzpatrick et al 2022,23.17,1.37,Baker et al 2020,1.0275,0.011781831,Etard et al 2020,3.57,Animal genome size database
818,internal,endotherm,Mammalia,Rodentia,Muridae,Grammomys macmillani,36.51,1.56,Etard et al 2020,117,2.068185862,Fitzpatrick et al 2022,0.66,-0.18,Baker et al 2020,,,,,
480,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Grampus griseus,500034.53,5.7,Baker et al 2020,74.4,1.871572936,Fitzpatrick et al 2022,12705.74,4.1,Baker et al 2020,1,0,Anage,,
1102,internal,endotherm,Mammalia,Rodentia,Cricetidae,Graomys griseoflavus,67.91,1.83,Etard et al 2020,78.5,1.894869657,Fitzpatrick et al 2022,,,,6.99,0.844477176,Etard et al 2020,2.81,Animal genome size database
204,internal,endotherm,Aves,Passeriformes,Fringillidae,Haemorhous mexicanus,21.38,1.33,Baker et al 2020,156.42,2.194292282,Fitzpatrick et al 2022,0.17,-0.77,Baker et al 2020,4.5,0.653212514,Jetz et al 2008,,
680,internal,endotherm,Mammalia,Rodentia,Muridae,Haeromys minahassae,14.7,1.17,Etard et al 2020,124.5,2.095169351,Fitzpatrick et al 2022,,,,,,,,
490,internal,endotherm,Mammalia,Carnivora,Phocidae,Halichoerus grypus,250610.93,5.4,Baker et al 2020,53,1.72427587,Fitzpatrick et al 2022,159.96,2.2,Baker et al 2020,1,0,Anage,,
681,internal,endotherm,Mammalia,Rodentia,Muridae,Hapalomys longicaudatus,70,1.85,Etard et al 2020,109,2.037426498,Fitzpatrick et al 2022,,,,,,,,
246,internal,endotherm,Aves,Passeriformes,Nectariniidae,Hedydipna collaris,8.18,0.91,Etard et al 2020,107.71,2.032256026,Fitzpatrick et al 2022,,,,2.25,0.352182518,Etard et al 2020,,
9,external,ectotherm,Amphibia,Anura,Myobatrachidae,Heleioporus albopunctatus,27.17,1.43,Etard et al 2020,38.675,1.587430322,Fitzpatrick et al 2022,0.02,-1.74,Byrne et al 2002,475,2.67669361,Etard et al 2020,,
59,external,ectotherm,Amphibia,Anura,Myobatrachidae,Heleioporus australiacus,56.59,1.75,Etard et al 2020,38.558,1.586114499,Fitzpatrick et al 2022,0.07,-1.13,Baker et al 2020,894,2.951337519,Etard et al 2020,,
10,external,ectotherm,Amphibia,Anura,Myobatrachidae,Heleioporus eyrei,10.91,1.04,Etard et al 2020,28.695,1.457806229,Fitzpatrick et al 2022,0,-2.51,Byrne et al 2002,290,2.462397998,Etard et al 2020,,
11,external,ectotherm,Amphibia,Anura,Myobatrachidae,Heleioporus inornatus,18.07,1.26,Etard et al 2020,41.97,1.622938969,Fitzpatrick et al 2022,0.01,-1.94,Byrne et al 2002,175,2.243038049,Etard et al 2020,,
12,external,ectotherm,Amphibia,Anura,Myobatrachidae,Heleioporus psammophilus,8.26,0.92,Etard et al 2020,31.03,1.491781776,Fitzpatrick et al 2022,0,-2.44,Byrne et al 2002,185,2.267171728,Etard et al 2020,,
964,internal,ectotherm,Reptilia,Squamata,Colubridae,Helicops leopardinus,98.86,2,Etard et al 2020,92.9,1.968015714,Fitzpatrick et al 2022,0.19,-0.71,Tourmente et al 2009,,,,,
770,internal,endotherm,Mammalia,Carnivora,Herpestidae,Helogale parvula,281.83,2.45,Etard et al 2020,64.128,1.807047696,Fitzpatrick et al 2022,0.45,-0.35,Baker et al 2020,3.34,0.523746467,Etard et al 2020,,
1188,internal,ectotherm,Reptilia,Squamata,Gekkonidae,Hemidactylus mabouia,9.37,0.97,Etard et al 2020,85.48,1.931864513,Fitzpatrick et al 2022,,,,1.856974551,0.268805952,Etard et al 2020,2.1,Animal genome size database
1002,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Hemitragus hylocrius,75000,4.88,Etard et al 2020,60.992,1.785272875,Fitzpatrick et al 2022,,,,1.3,0.113943352,Amniote,,
1365,internal,endotherm,Mammalia,Rodentia,Bathyergidae,Heterocephalus glaber,39.36,1.6,Etard et al 2020,33.13,1.520221436,Fitzpatrick et al 2022,,,,10.125,1.005395032,Etard et al 2020,2.9,Animal genome size database
1060,internal,endotherm,Mammalia,Rodentia,Heteromyidae,Heteromys anomalus,69.3,1.84,Etard et al 2020,178,2.250420002,Fitzpatrick et al 2022,,,,2.6225,0.418715497,Etard et al 2020,2.77,Animal genome size database
385,internal,endotherm,Aves,Passeriformes,Acrocephalidae,Hippolais icterina,15.66,1.19,Etard et al 2020,78.67,1.89580915,Fitzpatrick et al 2022,0.04,-1.39,Rowe et al 2015,4.5,0.653212514,Etard et al 2020,1.29,Animal genome size database
1171,internal,endotherm,Aves,Passeriformes,Sylviidae,Hippolais polyglotta,11.95,1.08,Etard et al 2020,83.08,1.919496488,Fitzpatrick et al 2022,,,,3.95,0.596597096,Etard et al 2020,,
1260,internal,endotherm,Mammalia,Cetartiodactyla,Hippopotamidae,Hippopotamus amphibius,1536310.2,6.19,Etard et al 2020,33.5,1.525044807,Fitzpatrick et al 2022,650.13,2.81,Baker et al 2020,1,0,Etard et al 2020,,
386,internal,endotherm,Aves,Passeriformes,Hirundinidae,Hirundo rustica,17.91,1.25,Etard et al 2020,87.88,1.943890048,Fitzpatrick et al 2022,0.55,-0.26,Baker et al 2020,4.495,0.652729696,Etard et al 2020,1.31,Animal genome size database
641,internal,endotherm,Mammalia,Primates,Hominidae,Homo sapiens,60287.82,4.78,Etard et al 2020,58.39,1.766338475,Fitzpatrick et al 2022,50.23,1.7,Baker et al 2020,1,0,Etard et al 2020,3.5,Animal genome size database
3,external,ectotherm,Amphibia,Anura,Dicroglossidae,Hoplobatrachus tigerinus,600,2.78,Etard et al 2020,62.1,1.7930916,Fitzpatrick et al 2022,,,,5750,3.759667845,Etard et al 2020,5.71,Animal genome size database
986,internal,ectotherm,Reptilia,Squamata,Hoplocercidae,Hoplocercus spinosus,33.23,1.52,Etard et al 2020,106.68,2.028083007,Fitzpatrick et al 2022,,,,4,0.602059991,Etard et al 2020,,
650,internal,endotherm,Mammalia,Rodentia,Caviidae,Hydrochoerus hydrochaeris,48144.91,4.68,Etard et al 2020,41.09,1.613736141,Lupold & Fitzpatrick 2015,40.83,1.61,Baker et al 2020,3.49,0.542825427,Etard et al 2020,,
530,internal,endotherm,Mammalia,Rodentia,Muridae,Hydromys chrysogaster,626.17,2.8,Etard et al 2020,117,2.068185862,Fitzpatrick et al 2022,11.78,1.07,Baker et al 2020,3.655,0.562887381,Etard et al 2020,,
1384,external,ectotherm,Amphibia,Anura,Hylidae,Hyla annectans,6.5,0.81,Etard et al 2020,71.5,1.854306042,Fitzpatrick et al 2022,0.05,-1.31,Baker et al 2020,,,,,
2,external,ectotherm,Amphibia,Anura,Hylidae,Hyla arborea,9.5,0.98,AmphiBIO,46.7,1.669316881,Fitzpatrick et al 2022,,,,1210.079699,3.082813975,Allen et al 2017,2.4,Animal genome size database
1291,external,ectotherm,Amphibia,Anura,Hylidae,Hyla meridionalis,3.11,0.49,Etard et al 2020,70,1.84509804,Fitzpatrick et al 2022,,,,900,2.954242509,Etard et al 2020,,
62,external,ectotherm,Amphibia,Anura,Hylidae,Hyla tsinlingensis,2.31,0.36,Baker et al 2020,56.6,1.752816431,Fitzpatrick et al 2022,0.01,-2.08,Baker et al 2020,1150,3.06069784,Lupold et al 2017,,
642,internal,endotherm,Mammalia,Primates,Hylobatidae,Hylobates lar,5578.61,3.75,Etard et al 2020,63.5,1.802773725,Fitzpatrick et al 2022,5.5,0.74,Baker et al 2020,1.005,0.002166062,Etard et al 2020,2.93,Animal genome size database
387,internal,endotherm,Aves,Passeriformes,Turdidae,Hylocichla mustelina,50.09,1.7,Etard et al 2020,81.81,1.912806393,Fitzpatrick et al 2022,0.37,-0.43,Rowe et al 2015,3.5,0.544068044,Etard et al 2020,1.38,Animal genome size database
531,internal,endotherm,Mammalia,Rodentia,Muridae,Hyomys goliath,866.74,2.94,Etard et al 2020,131.7,2.119585775,Fitzpatrick et al 2022,3.75,0.57,Baker et al 2020,1,0,Etard et al 2020,,
1155,internal,endotherm,Aves,Passeriformes,Estrildidae,Hypargos niveoguttatus,14.65,1.17,Etard et al 2020,112.74,2.05207803,Fitzpatrick et al 2022,,,,4.5,0.653212514,Etard et al 2020,,
1248,internal,endotherm,Mammalia,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon moschatus,527.13,2.72,Etard et al 2020,89.25,1.950608225,Fitzpatrick et al 2022,,,,2.04,0.309630167,Etard et al 2020,,
1181,internal,endotherm,Mammalia,Chiroptera,Vespertilionidae,Hypsugo savii,6.3,0.8,Etard et al 2020,36.22,1.558948446,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,,
1364,internal,endotherm,Mammalia,Rodentia,Hystricidae,Hystrix africaeaustralis,14936.02,4.17,Etard et al 2020,28.3,1.451786436,Fitzpatrick et al 2022,6.65,0.82,Baker et al 2020,1.805,0.256477206,Etard et al 2020,,
214,internal,endotherm,Aves,Passeriformes,Icteridae,Icteria virens,24.9,1.4,Etard et al 2020,72.53,1.860517677,Fitzpatrick et al 2022,0.5,-0.3,Baker et al 2020,3.79,0.57863921,Etard et al 2020,,
995,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus bullockii,38.19,1.58,Baker et al 2020,110.75,2.044343735,Fitzpatrick et al 2022,0.79,-0.1,Baker et al 2020,4,0.602059991,Etard et al 2020,,
215,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus dominicensis,42.7,1.63,Immler et al 2011,99.18,1.996424104,Fitzpatrick et al 2022,0.14,-0.87,Immler et al 2011,3,0.477121255,Jetz et al 2008,,
388,internal,endotherm,Aves,Passeriformes,Icteriade,Icterus galbula,32.85,1.52,Etard et al 2020,109.48,2.039334789,Fitzpatrick et al 2022,0.69,-0.16,Baker et al 2020,4.5,0.653212514,Etard et al 2020,1.23,Animal genome size database
216,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus jamacaii,69.46,1.84,Etard et al 2020,129.81,2.11330815,Fitzpatrick et al 2022,0.69,-0.16,Immler et al 2011,3,0.477121255,Etard et al 2020,,
217,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus mesomelas,40,1.6,Etard et al 2020,65.84,1.818489822,Fitzpatrick et al 2022,0.11,-0.96,Immler et al 2011,3,0.477121255,Etard et al 2020,,
218,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus nigrogularis,40.2,1.6,Etard et al 2020,104.69,2.0199052,Fitzpatrick et al 2022,0.39,-0.41,Immler et al 2011,3,0.477121255,Etard et al 2020,,
1163,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus oberi,35.78,1.55,Etard et al 2020,115.98,2.064383104,Fitzpatrick et al 2022,,,,,,,,
996,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus parisorum,36.35,1.56,Etard et al 2020,105.93,2.025018972,Fitzpatrick et al 2022,0.34,-0.47,Baker et al 2020,3,0.477121255,Etard et al 2020,,
219,internal,endotherm,Aves,Passeriformes,Icteridae,Icterus spurius,20.05,1.3,Etard et al 2020,104.82,2.020444155,Fitzpatrick et al 2022,0.56,-0.25,Baker et al 2020,4,0.602059991,Etard et al 2020,1.27,Animal genome size database
978,internal,ectotherm,Reptilia,Squamata,Iguanidae,Iguana iguana,5049.58,3.7,Etard et al 2020,71.08,1.851747419,Fitzpatrick et al 2022,,,,31.90024909,1.503794074,Etard et al 2020,2.89,Animal genome size database
1000,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Inia geoffrensis,121898.96,5.09,Baker et al 2020,62.32,1.794627445,Fitzpatrick et al 2022,1445.44,3.16,Baker et al 2020,1,0,Anage,,
508,internal,endotherm,Mammalia,Peramelemorphia,Peramelidae,Isoodon macrourus,1551,3.19,Etard et al 2020,171.1,2.23325001,Fitzpatrick et al 2022,2.36,0.37,Baker et al 2020,3.3475,0.524720586,Etard et al 2020,4.67,Animal genome size database
509,internal,endotherm,Mammalia,Peramelemorphia,Peramelidae,Isoodon obesulus,775,2.89,Etard et al 2020,167,2.222716471,Fitzpatrick et al 2022,1.7,0.23,Baker et al 2020,2.43,0.385606274,Etard et al 2020,4.62,Animal genome size database
342,internal,endotherm,Aves,Charadriiformes,Jacanidae,Jacana jacana,108.25,2.03,Etard et al 2020,91,1.959041392,Fitzpatrick et al 2022,17,1.23,Johnson et al 1999,4,0.602059991,Etard et al 2020,,
1056,internal,endotherm,Mammalia,Rodentia,Dipodidae,Jaculus jaculus,57.4,1.76,Etard et al 2020,58,1.763427994,Fitzpatrick et al 2022,,,,3.24,0.51054501,Etard et al 2020,,
725,internal,endotherm,Mammalia,Rodentia,Dipodidae,Jaculus orientalis,138,2.14,Etard et al 2020,57.1,1.756636108,Fitzpatrick et al 2022,,,,2.455,0.390051496,Etard et al 2020,,
64,external,ectotherm,Amphibia,Anura,Microhylidae,Kaloula verrucosa,5.75,0.76,Liao et al 2018,41.9,1.622214023,Fitzpatrick et al 2022,0.01,-1.84,Liao et al 2018,600,2.77815125,Lupold et al 2017,,
951,internal,ectotherm,Reptilia,Squamata,Teiidae,Kentropyx altamazonica,44.67,1.65,Etard et al 2020,75.9,1.880241776,Fitzpatrick et al 2022,,,,5.83226521,0.765837264,Etard et al 2020,,
889,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Kobus ellipsiprymnus,204393.49,5.31,Etard et al 2020,61.608,1.78963711,Fitzpatrick et al 2022,73.62,1.87,Baker et al 2020,1.025,0.010723865,Etard et al 2020,,
890,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Kobus leche,91722.52,4.96,Etard et al 2020,60.034,1.778397281,Fitzpatrick et al 2022,67.92,1.83,Baker et al 2020,1,0,Etard et al 2020,,
891,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Kobus megaceros,87500.39,4.94,Etard et al 2020,57.972,1.763218284,Fitzpatrick et al 2022,52,1.72,Baker et al 2020,1,0,Etard et al 2020,,
481,internal,endotherm,Mammalia,Cetartiodactyla,Kogiidae,Kogia breviceps,453941.62,5.66,Baker et al 2020,50.5,1.703291378,Fitzpatrick et al 2022,10495.42,4.02,Baker et al 2020,1,0,Anage,,
1288,internal,endotherm,Mammalia,Cetartiodactyla,Physeteridae,Kogia sima,302691.34,5.48,Baker et al 2020,32.6,1.5132176,Fitzpatrick et al 2022,4920.4,3.69,Baker et al 2020,1,0,Amniote,,
983,internal,ectotherm,Reptilia,Squamata,Corytophanidae,Laemanctus longipes,91.53,1.96,Etard et al 2020,97.09,1.987174501,Fitzpatrick et al 2022,,,,4,0.602059991,Etard et al 2020,,
482,internal,endotherm,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus obliquidens,198152.7,5.3,Baker et al 2020,69.26,1.840482487,Fitzpatrick et al 2022,1116.86,3.05,Baker et al 2020,1,0,Anage,,
1156,internal,endotherm,Aves,Passeriformes,Estrildidae,Lagonosticta larvata,9.88,0.99,Etard et al 2020,29.44,1.468937806,Fitzpatrick et al 2022,,,,3.5,0.544068044,Etard et al 2020,,
193,internal,endotherm,Aves,Passeriformes,Estrildidae,Lagonosticta nitidula,10.6,1.03,Etard et al 2020,54.49,1.736316808,Fitzpatrick et al 2022,0.02,-1.77,Immler et al 2011,4,0.602059991,Etard et al 2020,,
1147,internal,endotherm,Aves,Passeriformes,Estrildidae,Lagonosticta rubricata,10.1,1,Etard et al 2020,57.73,1.761401557,Fitzpatrick et al 2022,0.22,-0.67,Immler et al 2011,3.8,0.579783597,Etard et al 2020,,
1157,internal,endotherm,Aves,Passeriformes,Estrildidae,Lagonosticta senegala,9,0.95,Etard et al 2020,56.44,1.751587005,Fitzpatrick et al 2022,,,,3.5,0.544068044,Etard et al 2020,1.26,Animal genome size database
1187,internal,endotherm,Mammalia,Diprotodontia,Macropodidae,Lagorchestes hirsutus,1358.57,3.13,Etard et al 2020,88.4,1.946452265,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
1085,internal,endotherm,Mammalia,Rodentia,Chinchillidae,Lagostomus maximus,4660.94,3.67,Etard et al 2020,54.92,1.739730529,Fitzpatrick et al 2022,,,,1.965,0.293362555,Etard et al 2020,3.3,Animal genome size database
589,internal,endotherm,Mammalia,Cetartiodactyla,Camelidae,Lama glama,133000,5.12,Lupold & Fitzpatrick 2015,49.47,1.69434191,Fitzpatrick et al 2022,48,1.68,Lupold & Fitzpatrick 2015,1,0,Anage,3.25,Animal genome size database
1164,internal,endotherm,Aves,Passeriformes,Lannidae,Lanius collurio,28.45,1.45,Etard et al 2020,41.07,1.613524703,Fitzpatrick et al 2022,0.24,-0.62,Baker et al 2020,5.5,0.740362689,Etard et al 2020,1.21,Animal genome size database
746,internal,endotherm,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,10.51,1.02,Etard et al 2020,87.8,1.943494516,Fitzpatrick et al 2022,,,,1.8275,0.261857386,Etard et al 2020,,
510,internal,endotherm,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus latifrons,25831.9,4.41,Etard et al 2020,79.5,1.900367129,Fitzpatrick et al 2022,16.14,1.21,Baker et al 2020,1,0,Etard et al 2020,4.05,Animal genome size database
747,internal,endotherm,Mammalia,Chiroptera,Vespertilionidae,Lasiurus borealis,12.33,1.09,Etard et al 2020,67.1,1.82672252,Fitzpatrick et al 2022,,,,3.09,0.489958479,Etard et al 2020,2.31,Animal genome size database
65,external,ectotherm,Amphibia,Anura,Myobatrachidae,Lechriodus fletcheri,7.78,0.89,Etard et al 2020,23.88,1.378034322,Fitzpatrick et al 2022,0.01,-2.05,Baker et al 2020,300,2.477121255,Etard et al 2020,,
532,internal,endotherm,Mammalia,Rodentia,Muridae,Leggadina forresti,21.94,1.34,Etard et al 2020,121.8,2.085647288,Fitzpatrick et al 2022,0.54,-0.26,Baker et al 2020,3.5,0.544068044,Etard et al 2020,,
533,internal,endotherm,Mammalia,Rodentia,Muridae,Leggadina lakedownensis,17.5,1.24,Etard et al 2020,125.7,2.099335278,Fitzpatrick et al 2022,0.5,-0.3,McLennan et al 2017,3,0.477121255,Etard et al 2020,,
1109,internal,ectotherm,Reptilia,Squamata,Leiocephalidae,Leiocephalus semilineatus,3.61,0.56,Etard et al 2020,80.077,1.903507794,Fitzpatrick et al 2022,,,,2.13995901,0.330405455,Etard et al 2020,,
155,external,ectotherm,Amphibia,Anura,Leiopelmatidae,Leiopelma hochstetteri,5,0.7,Szarski 1964,224,2.350248018,Fitzpatrick et al 2022,,,,165,2.217483944,Etard et al 2020,8.63,Animal genome size database
682,internal,endotherm,Mammalia,Rodentia,Muridae,Lemniscomys barbarus,26.18,1.42,Etard et al 2020,100,2,Fitzpatrick et al 2022,,,,4.61,0.663700925,Etard et al 2020,,
683,internal,endotherm,Mammalia,Rodentia,Muridae,Lemniscomys striatus,42.3,1.63,Etard et al 2020,100,2,Fitzpatrick et al 2022,,,,4.59,0.661812686,Etard et al 2020,,
919,internal,endotherm,Mammalia,Primates,Lemuridae,Lemur catta,2626.48,3.42,Etard et al 2020,57.8,1.761927838,Fitzpatrick et al 2022,17.8,1.25,Lupold et al 2015,1.1425,0.057856209,Etard et al 2020,3.11,Animal genome size database
1042,internal,endotherm,Mammalia,Rodentia,Muridae,Lenomys meyeri,112.09,2.05,Etard et al 2020,66.3,1.821513528,Fitzpatrick et al 2022,,,,,,,,
684,internal,endotherm,Mammalia,Rodentia,Muridae,Lenothrix canus,142.5,2.15,Etard et al 2020,140,2.146128036,Fitzpatrick et al 2022,,,,2.91,0.463892989,Etard et al 2020,,
609,internal,endotherm,Mammalia,Carnivora,Felidae,Leopardus tigrinus,2250,3.35,Etard et al 2020,56.302,1.750523822,Fitzpatrick et al 2022,4.62,0.67,Baker et al 2020,1.5,0.176091259,Etard et al 2020,,
1051,internal,endotherm,Mammalia,Rodentia,Muridae,Leopoldamys edwardsi,304.41,2.48,Etard et al 2020,172,2.235528447,Fitzpatrick et al 2022,,,,1.94,0.28780173,Etard et al 2020,,
819,internal,endotherm,Mammalia,Rodentia,Muridae,Leopoldamys sabanus,342.97,2.54,Etard et al 2020,182,2.260071388,Fitzpatrick et al 2022,9.04,0.96,Baker et al 2020,3.33,0.522444234,Etard et al 2020,,
534,internal,endotherm,Mammalia,Rodentia,Muridae,Leporillus conditor,332.5,2.52,Etard et al 2020,106.8,2.028571253,Fitzpatrick et al 2022,4,0.6,Baker et al 2020,2.575,0.410777233,Etard et al 2020,,
